user_id,item_id
2682,1831 1583 472 3529 2297 640 584 463 3022 2980
2683,3692 1315 3142 1102 132 1057 2646 2664 2261 1887
2684,472 1543 1560 2862 1223 3013 124 1316 3409 3529
2685,640 1583 1831 584 2297 2210 1039 2980 2603 2757
2686,2402 1376 2732 3059 2646 3692 1315 1887 3142 790
2687,169 1186 584 1808 1811 2646 1583 3557 2528 3298
2688,472 2054 1543 2402 3013 3367 530 3116 2528 3402
2689,1223 2862 1543 3153 3529 36 1560 2564 1615 2054
2690,472 2054 2732 2980 1583 3022 2402 1376 1315 1039
2691,2732 2297 2980 584 1583 1811 169 1039 472 1956
2692,3013 989 124 1223 3529 1916 1560 528 3423 2387
2693,472 3423 1279 3151 1543 3269 132 3013 796 184
2694,2732 169 1354 2297 2603 1615 1560 2862 584 2541
2695,472 2732 1583 2402 2054 3022 2256 2297 2980 1376
2696,2828 3269 2862 1083 1279 796 3151 2798 829 1315
2697,3409 1223 1316 2862 472 3153 36 1583 2564 1560
2698,573 1560 523 1543 2931 375 2128 1039 3125 136
2699,1583 2297 640 584 2688 1831 169 3529 2980 3409
2700,472 2862 2688 3424 22 2510 853 707 1592 3613
2701,584 169 1811 1956 2587 1186 2119 1831 3677 2874
2702,1583 2297 2784 36 3418 2603 3529 640 2630 2817
2703,3022 3529 1039 463 512 2732 2757 2210 2862 204
2704,3409 2688 2603 640 1560 3013 1583 3022 1223 1831
2705,989 1560 463 1583 1916 512 2297 528 2076 3272
2706,3022 584 169 1583 2980 1956 1039 2256 1831 512
2707,1560 3013 779 2564 1354 1223 2862 93 3382 1316
2708,472 2980 2732 1376 2402 2054 1030 790 1304 3142
2709,1543 1315 3409 1560 124 2054 1858 3367 1615 3350
2710,3022 183 3694 1811 2338 2688 1746 3238 1304 1186
2711,2732 2757 2636 2541 2468 3298 1374 2664 3220 2774
2712,1583 640 3022 3529 2297 472 1831 3409 584 1039
2713,584 3529 3013 2862 640 3409 3418 1505 463 2630
2714,1223 2054 2646 3013 1543 2402 790 2732 1583 36
2715,3022 1583 2297 1039 2688 169 3529 3409 2210 1223
2716,584 204 3049 2335 3234 2999 646 2119 649 2874
2717,1583 640 2297 584 1831 2732 2980 1039 3529 2210
2718,2370 2402 246 467 863 3474 2054 1811 1371 790
2719,472 1583 3013 1223 3529 3409 1543 1316 2732 463
2720,2603 2210 2757 3529 463 2297 2342 208 2314 501
2721,331 476 3238 2297 2342 2331 2468 1490 3660 1337
2722,472 2256 1811 3409 1223 3013 1831 2564 1316 2732
2723,584 1583 1039 2297 2980 2732 3418 640 169 2603
2724,472 2256 2402 2732 1376 2054 2980 1583 2646 640
2725,3367 1615 1186 3350 3409 169 1560 1840 1309 3000
2726,1811 3022 2297 2980 1956 584 2636 1583 2646 2774
2727,1186 2817 3364 2556 601 132 512 2389 2006 3668
2728,2862 2931 3537 184 2688 136 375 458 1638 2474
2729,2980 2297 2630 2626 1039 2745 543 2194 1086 3049
2730,3409 618 3013 573 2862 1583 1279 2510 2688 2784
2731,2054 2646 1811 472 2980 2402 3677 1057 2256 3116
2732,584 2297 2210 2757 1078 1546 331 2745 2501 169
2733,3409 512 2784 3529 1543 573 3423 2606 3473 618
2734,3013 1279 2980 2784 94 1011 2366 2646 863 1428
2735,2646 463 640 246 1746 2402 2370 3677 2774 1316
2736,3022 1583 584 2980 640 1039 1831 2732 2646 1956
2737,2757 2626 183 2281 1086 16 3528 3238 3049 463
2738,3022 640 1956 2297 2757 2980 331 1039 398 2468
2739,1956 2054 1223 1543 2664 2528 3298 2956 1560 2630
2740,2636 3677 2646 2281 2402 1678 246 3402 2297 1223
2741,1543 1223 1316 2402 2862 3153 3423 36 790 2054
2742,2054 1083 2862 2828 3131 2474 2070 2402 1543 741
2743,2402 3013 1223 1316 1376 3423 3529 2327 1583 922
2744,573 3000 512 2931 3409 1279 3298 1583 2817 136
2745,3013 1543 132 36 3142 3269 922 2732 1316 494
2746,1223 3529 1887 2327 1304 2980 2673 1102 2224 1227
2747,3692 169 2402 3142 1001 2528 922 1615 1102 452
2748,2068 2980 3529 1086 2370 2564 1615 1510 3694 2281
2749,1811 1615 1543 512 3677 2528 1039 2664 3409 2281
2750,3022 1583 1039 2297 640 36 3418 2210 1831 2980
2751,1543 3423 3153 1560 2732 512 1615 169 618 3269
2752,1039 1956 3529 476 3694 2626 398 208 1211 2745
2753,1583 3022 1039 36 2297 214 1505 3262 2817 2603
2754,3013 2054 3600 69 3402 382 120 487 1376 741
2755,472 1223 3013 1583 2297 1560 1315 1543 3022 1039
2756,1376 132 1379 1102 2933 2673 1083 2828 790 494
2757,2054 790 3423 1057 3142 3269 922 2327 3151 3350
2758,640 1039 2210 169 2688 463 2757 2980 2603 3409
2759,1831 1039 2646 463 169 2757 1711 3327 2338 646
2760,472 1811 2054 1315 1615 2646 3116 2402 2528 2732
2761,2528 132 1223 1859 3423 1543 3013 2054 36 1615
2762,3423 3269 1638 124 1279 3151 1316 36 741 184
2763,1583 3022 1039 36 2297 3418 3013 1505 2862 2732
2764,1831 398 1956 2342 2501 2630 1108 2613 1086 1018
2765,472 36 3423 1315 3418 3529 2402 1859 132 2828
2766,3013 463 2732 3022 401 476 3423 1376 2297 2980
2767,573 3013 523 1354 2688 2784 2510 1223 1560 1638
2768,472 467 790 2054 3059 1223 188 1376 1341 463
2769,2297 1811 2980 204 640 331 1039 3677 2636 3298
2770,1315 3013 2732 2646 2256 2402 1615 2980 3529 2297
2771,3473 331 1956 169 3409 2626 2510 463 512 2745
2772,1811 3677 2281 1376 2636 2256 1315 2402 452 1848
2773,3022 1583 2297 2732 640 2980 1831 2256 1039 2646
2774,3022 2603 584 2297 1039 1831 3409 2784 2757 36
2775,1583 640 3022 2297 1039 584 1831 3529 472 2980
2776,3013 1039 584 1279 2646 1543 169 2732 1638 573
2777,472 2646 2732 1615 2297 1583 2402 2528 3367 169
2778,472 2370 246 1811 2402 2256 467 2774 863 3474
2779,1831 584 2210 3694 1809 3238 1039 1490 802 2297
2780,184 1543 132 406 796 3668 2006 779 1316 1592
2781,3013 1583 3529 1223 1316 3409 463 2862 1543 640
2782,2840 569 3110 549 781 2127 362 636 1781 3293
2783,1583 3022 2297 3013 1279 584 1223 3529 184 2862
2784,3529 512 1592 463 3350 132 2534 1505 2256 584
2785,584 1583 1039 2732 2603 2980 2817 2510 1186 36
2786,472 1316 2862 3529 1543 989 3013 1223 1583 3409
2787,1057 3116 472 166 652 3067 132 2646 2308 2165
2788,3013 1543 1223 472 3409 3423 1316 3269 124 1560
2789,472 1315 2054 2402 790 1840 1057 3402 3116 1887
2790,472 1543 1223 3013 1315 1316 2862 124 3423 3367
2791,2297 2210 584 2757 3694 2630 1560 3013 2564 2342
2792,472 3013 2256 2862 3153 2402 2564 2688 640 1376
2793,2980 640 2297 1831 2757 1030 476 2630 1376 2402
2794,3022 3677 2281 452 3298 2402 3529 2128 463 3131
2795,472 1543 2054 3402 1887 124 790 1615 1223 883
2796,2297 1583 3022 1831 584 472 463 1811 640 1039
2797,1543 1223 3013 124 1316 1560 2862 989 463 2076
2798,3418 2732 36 3022 1039 3529 2828 2664 2402 1505
2799,472 3013 1223 1316 1543 36 3529 3409 3153 2862
2800,3022 212 2297 169 1216 59 2119 1018 1861 2603
2801,472 989 1223 3409 1560 3529 2564 124 463 2402
2802,1583 463 1223 1316 2980 1543 2646 2732 2256 790
2803,640 3529 1956 2732 2256 2688 331 472 169 3409
2804,1316 2402 3529 2980 3692 3382 1039 2630 1592 183
2805,472 463 2297 640 1316 584 2862 1223 989 1543
2806,472 1057 1615 2402 3116 37 1376 3402 132 1887
2807,3116 1858 1223 1543 1811 132 3151 1279 3067 1227
2808,2603 1583 1039 543 1078 1956 2745 2501 169 2468
2809,472 2732 3022 1583 2297 1811 2054 2256 2980 584
2810,1583 2757 1086 3677 183 1711 3529 2256 472 2480
2811,3153 2862 3423 1638 772 707 2534 989 2314 2068
2812,2068 3382 2840 569 465 2409 335 549 781 362
2813,3022 2297 1583 1039 2980 169 3529 1615 2210 1543
2814,382 2474 779 796 184 1668 717 2528 94 2570
2815,472 3529 1039 3013 3694 3367 2366 1858 1057 1211
2816,2732 2402 2054 1583 1376 2980 3022 2297 1223 2646
2817,472 1223 3013 1543 1560 1316 1315 3409 36 2862
2818,3022 2297 2784 1039 169 2931 1279 3409 2862 584
2819,1039 2402 463 2980 36 584 3116 1279 1592 1227
2820,472 3423 3013 1543 1223 2862 1638 36 1279 3151
2821,472 3013 36 1223 1543 1315 2402 2862 3529 132
2822,2297 640 1831 2980 2210 3529 463 2603 2630 476
2823,584 1583 2297 2603 2980 2757 1078 1956 2342 331
2824,472 1811 2370 989 2402 246 2732 1543 1615 2980
2825,3529 1560 1223 3013 1316 3022 2564 2980 3694 1956
2826,1315 132 184 2732 2862 3423 3151 1615 1583 1223
2827,584 3022 2980 1831 331 640 1617 398 1086 2210
2828,1583 1505 2297 3424 1030 94 2510 138 1960 1638
2829,2528 2402 1184 3677 2281 1240 1887 1376 1379 3448
2830,3409 618 2557 573 3423 36 3013 320 1583 772
2831,2068 465 791 2256 601 1197 3409 636 3365 1801
2832,1039 3013 2054 36 1746 1376 2342 790 3327 2664
2833,1831 640 584 2757 3022 2297 331 1583 1039 476
2834,1831 640 3022 2732 2980 2297 1583 1560 2646 2603
2835,2732 1583 2054 2256 3013 1376 2980 3529 640 3022
2836,1315 1223 2862 2664 1615 2528 3153 3529 2327 2502
2837,1316 3423 707 1315 1592 523 93 2688 3613 463
2838,3677 2054 2281 2636 1615 2402 204 169 2256 2528
2839,1583 1223 3013 3529 2402 2732 1316 1543 640 2054
2840,3013 3409 1223 1316 1543 3153 3529 1583 1560 2564
2841,2603 472 1354 1560 3473 2342 214 523 1912 1211
2842,472 2256 246 2370 2402 467 3474 1811 2732 863
2843,2510 2745 1491 3529 799 3066 1316 119 3153 463
2844,1039 204 3298 1811 2335 3013 2636 2210 3473 2342
2845,3022 584 2603 2732 3053 649 1078 3049 1831 640
2846,3409 3013 2688 1223 1316 2862 1560 2564 1543 3153
2847,3022 2757 2603 2630 331 2342 398 3694 3529 2501
2848,584 2297 2980 1039 1583 2732 2646 1831 1956 640
2849,3269 3529 618 796 2510 2784 573 3131 732 2534
2850,3013 3529 1560 124 772 2534 1592 2297 3424 1615
2851,472 2402 1030 3142 922 1337 169 1057 2314 2370
2852,1956 2980 640 1811 169 331 3677 2757 2210 204
2853,2256 2068 2980 1811 467 3382 474 1831 3022 3474
2854,1315 2054 2732 2646 1223 1615 2256 1583 3013 790
2855,640 1831 1583 1560 472 2210 3022 2256 2297 3529
2856,472 1543 1615 3367 1858 2862 2646 3409 3350 1583
2857,3022 1279 1039 1186 1315 584 472 132 2862 1615
2858,2297 1039 2980 2210 1211 2342 1337 1086 512 2314
2859,1216 3066 1166 3110 465 2256 640 1197 1560 791
2860,1831 2688 512 331 183 3049 3677 3473 2784 1186
2861,2256 2732 3022 2297 2980 1811 1831 169 2603 1956
2862,2256 2732 1583 3013 640 3022 2297 1831 1316 3409
2863,1279 184 2862 1315 3151 3423 3013 406 472 1543
2864,640 2980 169 2757 2314 1811 1505 2784 2128 183
2865,2402 2054 1315 790 3059 3142 1887 863 2370 2732
2866,472 2054 1315 3116 2402 1811 1887 3402 863 467
2867,472 36 1583 3418 1039 3529 3022 2732 2297 1223
2868,3529 3022 463 472 2688 1505 1560 1279 2603 476
2869,1583 3022 1039 584 2297 640 3418 2603 2630 2210
2870,472 2862 2732 169 1186 1583 132 2054 3022 3131
2871,2402 3402 1376 863 1227 3692 3448 2327 1057 3116
2872,3022 1583 1039 2630 1831 2757 2626 2342 2980 331
2873,1583 3022 2297 3529 2603 2630 1956 2688 1543 208
2874,3022 2297 1583 1039 1831 640 1956 2980 1560 1223
2875,2630 584 2331 2501 331 398 2342 1078 2688 1736
2876,584 640 1583 2210 2297 2630 1039 2745 1831 2757
2877,184 1811 2980 2054 512 2128 472 2862 3677 1840
2878,472 1315 2054 2646 3013 1615 1583 2297 1560 1039
2879,1543 1223 124 1592 69 3153 796 3367 1279 3409
2880,1811 1315 2054 2646 2732 3022 3677 2297 1615 2281
2881,1831 476 3022 2331 3529 2626 1956 785 543 1490
2882,1279 3409 3013 184 1223 1638 2862 3423 1315 1354
2883,573 618 2784 3409 2862 2931 3659 2688 512 3000
2884,1223 3529 1316 2297 3409 1831 1039 1560 2402 2564
2885,472 2732 1039 1583 3022 36 584 1315 2646 2980
2886,3153 1543 36 3423 1505 94 487 779 3269 1279
2887,36 3423 1638 3269 1583 796 2510 2557 772 1548
2888,584 1956 2603 2210 2980 1039 2626 331 2630 2732
2889,1039 476 3669 2664 3059 1376 2256 3535 1227 2122
2890,3022 2297 1811 584 1583 472 1039 2646 1315 1615
2891,2370 2646 2402 3474 1560 3022 863 1371 2564 1086
2892,472 1583 1223 3013 3529 640 1316 36 2297 463
2893,1216 2210 2688 2297 1583 3382 2630 1736 2068 3473
2894,472 1543 1615 2327 1592 3367 796 1638 3151 94
2895,3013 1315 36 1543 2402 3423 1583 1316 132 463
2896,2402 1376 3059 1887 3692 1057 1615 790 3142 3116
2897,3022 2980 584 2297 640 1583 2732 1039 2646 1831
2898,472 1315 1560 2054 2402 3409 1615 2256 3367 790
2899,2402 1376 3059 3692 3142 922 2370 790 37 1057
2900,3013 3423 36 1279 3269 3153 3151 796 3529 1505
2901,2402 467 3474 790 3402 3059 3656 1315 3116 188
2902,2370 2402 2054 1371 1315 1811 1341 3402 2646 188
2903,3409 618 3659 3000 3557 2931 2817 253 1354 2128
2904,472 1583 640 2980 2297 584 1811 1316 2646 1560
2905,3116 2528 3059 1887 2308 3438 3067 883 2122 467
2906,2054 3409 1615 2165 3557 652 1279 3013 253 1223
2907,1811 1808 2335 204 3000 1315 3677 1240 2281 2165
2908,3022 1583 1831 2297 2603 2210 1039 2757 2630 2980
2909,2646 3529 36 2664 169 2528 1376 132 640 1304
2910,3409 1316 472 3529 3153 1560 3423 640 2297 1505
2911,3409 2076 463 1615 69 1592 1858 3600 790 94
2912,1316 1543 640 2564 2862 36 2297 1831 3022 2732
2913,584 476 2501 3262 2768 1640 1248 212 1018 1044
2914,3409 1279 2784 2688 3013 2862 2510 523 3022 1583
2915,584 1216 2980 2784 3409 512 2732 2068 1354 119
2916,1583 640 1831 2297 1039 2757 476 3694 1223 3013
2917,472 3022 1583 2732 1039 3418 2980 584 2297 36
2918,1560 2862 1583 3272 3529 2297 1543 512 573 1831
2919,472 3013 1316 3529 2862 1560 36 2297 3423 3022
2920,169 2862 1543 1223 3013 472 1279 3423 1560 584
2921,1279 2862 1315 2732 169 1615 1186 3423 3418 2297
2922,2068 2256 472 3013 1316 2688 2470 3066 2862 2732
2923,3409 1583 3022 3013 36 618 2784 1279 2510 472
2924,3022 584 2297 1811 2980 3677 1583 2732 1039 204
2925,472 124 1316 989 1858 2076 3600 3529 382 2054
2926,1543 1316 989 3529 2862 3013 1223 124 463 2402
2927,2054 1379 1102 1840 37 1615 3059 1439 1658 790
2928,1315 2054 1223 2646 2732 3013 1543 1615 790 1583
2929,1315 1186 1615 204 1956 2528 512 1711 640 183
2930,472 3013 1223 1316 1543 3409 3529 2862 3153 36
2931,246 467 3474 863 1811 2980 1341 2054 790 188
2932,1583 3409 3013 472 1223 2297 1316 2862 3022 640
2933,1583 640 1831 2256 2210 1956 1039 1216 3529 2342
2934,2732 1223 3013 2054 1316 1543 1376 3409 1583 1315
2935,640 3409 2732 1223 1831 3022 1583 2297 3013 2054
2936,246 467 3474 2402 1811 3059 1341 2774 3256 1376
2937,1583 3013 1223 640 1831 3529 3409 3022 2297 1316
2938,584 2980 3234 3473 2999 1471 784 1216 2587 2063
2939,36 472 3423 1583 1279 1505 1638 463 1316 3418
2940,472 1223 1543 3409 3153 3423 3529 2402 1315 36
2941,3022 1831 640 2068 1956 2297 1583 2210 569 2757
2942,2054 3692 2402 1102 2528 1057 3059 37 1859 1615
2943,1831 1583 2297 640 584 3022 3529 472 463 2980
2944,640 1956 1583 2297 331 1086 398 1039 3529 463
2945,584 2210 1831 1039 3694 2331 2626 2342 398 1211
2946,1831 584 1583 640 2297 3022 1956 3529 2980 463
2947,1615 3013 1223 1543 1376 1316 1887 2862 2646 1560
2948,3409 2688 512 3013 1223 2862 584 1316 2732 1039
2949,472 1583 3013 2297 640 3022 3529 1831 2732 3409
2950,169 2335 2528 3022 2054 2732 2297 1379 3677 220
2951,3529 476 3694 2664 169 790 1811 3142 1211 1510
2952,472 1543 1223 1315 3013 3423 2402 2054 1316 2862
2953,472 1223 3529 1543 1316 2862 2402 2732 463 2297
2954,3013 1223 1583 1316 2256 3409 2732 640 3529 1543
2955,472 1315 2054 2402 1615 1057 1840 3116 2732 2646
2956,3013 36 3529 2564 1337 2630 584 1809 2129 3272
2957,36 3013 1223 3409 3529 1583 1505 2862 472 3423
2958,2980 1337 1831 640 2402 3022 2732 944 3327 989
2959,3022 1279 2784 169 3131 1039 472 2732 36 3423
2960,2862 3409 1543 3013 124 1223 1560 2564 1916 3153
2961,3013 1223 1543 3423 2402 1560 2054 1315 36 1615
2962,2054 2402 1376 1315 2646 2256 2980 1811 3692 1583
2963,1560 124 2862 3529 3423 36 2564 3350 3153 1592
2964,1315 1560 2054 1858 1316 3409 2646 3529 1583 124
2965,1240 2281 1848 3298 2054 1315 1808 2646 2528 2774
2966,584 1039 1956 512 204 1831 1560 2646 2980 2688
2967,472 246 2370 1811 2980 2646 1583 3529 467 1831
2968,2256 3382 2068 2603 3022 2732 640 1583 2688 2745
2969,640 584 1039 2980 3529 2646 1223 463 2210 3013
2970,1583 36 1831 2862 3409 2297 2564 1505 2210 3022
2971,204 2281 2862 2774 452 2528 1315 1316 989 3701
2972,2732 3022 2980 1583 584 1039 3418 2646 1376 640
2973,2054 1840 1615 406 3367 1858 1186 1811 166 2528
2974,1315 1186 2732 2335 3116 1057 472 166 220 1848
2975,2402 1315 2732 3692 36 2256 3418 132 2664 2646
2976,2210 3694 1583 2757 1039 3022 2297 2630 2980 2603
2977,3022 584 1583 2297 640 2210 1956 2603 2980 169
2978,1315 2402 2862 1316 3423 790 132 1279 1376 1858
2979,3013 2862 1543 1223 1279 36 3269 1638 1316 3153
2980,1811 2774 1316 3382 1543 1583 1887 2862 1223 3529
2981,472 1315 2054 2528 2732 1379 1615 2402 1840 1057
2982,36 1505 1337 584 802 2331 2510 3424 138 2366
2983,472 1583 2297 3022 1811 2732 2054 169 1615 1039
2984,3013 1316 1223 1543 3409 2862 3529 3153 3423 36
2985,1811 2528 3402 1560 1543 3597 2024 467 3205 1227
2986,3022 584 640 1583 2297 2980 2210 1039 1956 2603
2987,2402 1376 132 2528 3142 1057 1102 2673 2297 1840
2988,1086 2068 293 208 1096 3349 3441 1814 43 3660
2989,472 2054 2402 2732 1315 1583 1376 1615 1223 3013
2990,472 1315 3013 1223 1615 2862 790 1057 3423 1858
2991,2862 3013 3423 1316 1223 3269 618 1279 2534 2557
2992,1583 584 2603 1039 2630 3529 169 463 472 2342
2993,472 2297 584 1039 3013 1831 169 2732 2646 2980
2994,2335 2119 2587 1070 59 3338 1536 2063 646 760
2995,472 1315 36 3013 1223 1543 132 2732 138 2528
2996,1279 184 3013 3423 472 1223 36 1638 3269 3151
2997,3022 2603 2688 2745 2784 1583 1216 584 1401 2297
2998,584 2757 2342 463 331 1223 293 3013 1030 2626
2999,1831 640 2256 1583 3529 2297 463 2980 1560 584
3000,640 2980 2732 3529 331 2054 183 1811 1746 1615
3001,1543 1560 3529 3423 3153 1279 1615 512 2054 2688
3002,246 2774 3677 2402 2054 3059 3529 640 1376 463
3003,2402 2054 2528 1859 790 3142 3402 3423 1083 36
3004,472 1376 2370 3692 3142 922 467 1887 246 2732
3005,3382 569 601 1166 465 3544 248 1401 2666 1699
3006,1543 1316 3013 989 3153 512 2564 2076 3529 3365
3007,3022 2297 1811 1583 2980 2732 1039 1956 3677 2646
3008,472 3529 1583 2297 1811 463 1316 989 1615 1223
3009,1956 2646 2281 1039 640 1848 2774 1001 2920 2068
3010,2256 2732 3022 472 1583 2603 2745 584 36 3418
3011,2281 472 2646 1831 2402 452 2541 2688 2774 1315
3012,472 3409 3013 1223 1583 1316 2862 1543 2688 3529
3013,3423 1543 1859 1315 2933 2828 1223 494 132 36
3014,1811 584 1583 169 183 2054 3327 2956 1615 3528
3015,36 3418 3529 1223 2054 2402 132 1615 463 1505
3016,1315 1279 3423 184 1223 132 2732 3269 1638 3151
3017,36 463 2732 1337 1505 1030 2314 1615 331 2402
3018,3022 1831 2210 2603 2630 2342 3694 2626 2331 2745
3019,3382 2256 1223 1699 1316 3409 1781 2564 2862 1831
3020,3022 584 640 2297 1583 1831 1039 2210 2603 331
3021,1315 2054 1811 169 472 1186 1560 2646 3367 2732
3022,1337 640 3013 1223 476 989 3694 2630 2564 971
3023,472 3529 1583 463 2402 2370 2646 2980 1831 2297
3024,3022 584 169 2980 2757 331 3473 3049 2784 2068
3025,472 3013 36 2732 1583 1223 3423 2862 3418 2256
3026,1858 3116 472 1811 1543 124 2862 1223 2636 406
3027,1583 2297 584 1039 2732 169 3418 2980 472 2603
3028,2980 1583 640 2646 1039 3677 2636 463 2774 1086
3029,3409 2688 1583 1223 3022 1560 1316 2297 2862 2564
3030,584 1583 2980 1831 3418 2210 2732 1956 208 1211
3031,512 1811 2688 3409 3000 573 204 3298 169 2335
3032,3013 1543 124 1279 1592 796 1560 3529 3537 772
3033,3022 1223 3529 1831 1560 1316 463 1543 169 2510
3034,472 3529 2732 1223 3013 3022 2297 1543 640 1316
3035,2757 476 1337 36 1304 3317 3238 1546 2129 2194
3036,1831 1316 463 1583 3013 472 1223 640 2564 3409
3037,1583 1223 3529 3013 640 2732 2297 3022 1831 2402
3038,3022 1039 584 2054 640 1315 1831 1811 472 512
3039,3013 36 1223 1376 3423 2732 3692 2664 2862 1583
3040,472 3022 1583 2297 1811 2256 2054 2980 584 169
3041,3529 640 463 3022 2980 584 476 1560 2054 1505
3042,472 1543 2862 3013 1223 2054 1615 1858 3409 3151
3043,472 2402 3013 36 1583 1831 463 1337 2297 1615
3044,169 2732 1186 1583 2297 1315 132 1811 1615 3131
3045,208 476 2630 584 3022 2603 2757 3262 82 2129
3046,3022 2054 2281 1711 2636 1615 472 183 3327 2402
3047,472 2402 1887 863 467 790 3402 1315 3116 2774
3048,472 1583 1039 3022 2732 1315 36 584 1223 2297
3049,472 1315 2402 1615 2528 1057 1811 790 2256 1583
3050,2402 3423 2828 2224 1315 1083 401 1379 3692 3269
3051,3529 472 2862 3013 1543 463 1223 989 1583 3409
3052,472 1315 1039 2732 2980 1223 1831 3529 169 3013
3053,1583 3013 1223 2297 640 3022 3529 3409 2732 1039
3054,472 1376 2402 3059 863 3692 2370 1811 3474 922
3055,472 132 2054 3692 3131 2402 1859 922 2528 2828
3056,472 2054 2646 1615 2732 2297 3013 3367 2528 3529
3057,2256 3382 1560 2840 1831 1811 3022 169 584 1354
3058,1315 472 1379 132 2054 2528 1840 1057 2402 37
3059,1086 1510 398 2338 2366 1543 2603 2745 2186 2314
3060,472 3529 3013 1831 1583 1560 2862 2402 2564 2297
3061,2732 3692 3409 2068 640 3529 2840 3022 1831 2980
3062,472 169 2370 1337 3327 1560 1223 2256 1711 2664
3063,472 2402 2732 1376 1583 1315 1543 1223 3013 1615
3064,3022 584 1039 1583 2297 36 169 1831 640 2732
3065,1337 1376 2327 1227 2862 1033 124 3448 508 183
3066,3409 3423 1543 1186 22 1615 2606 1315 2732 3125
3067,472 2402 2980 2646 2732 246 2370 1583 2054 3677
3068,584 1039 2626 169 331 2603 2342 2732 1546 1211
3069,1638 138 1543 3409 2862 3423 3151 184 406 3367
3070,3409 2862 573 618 1279 1223 1543 1560 169 472
3071,2402 3013 2054 1223 1315 1316 1543 3409 2732 2256
3072,2626 1211 2630 1546 3053 2646 208 283 1617 1078
3073,3423 2054 1615 1592 1583 124 3692 36 796 3151
3074,3409 1223 472 3151 1638 1592 3600 652 1668 2054
3075,463 3272 3365 2370 1831 2256 94 246 1950 382
3076,640 1831 472 3529 2210 2646 2757 463 2603 1811
3077,1316 463 1560 3423 2387 2076 1592 3365 1337 487
3078,2468 2501 1617 169 1510 3529 463 2485 105 3435
3079,472 1583 640 2297 2980 3022 1223 1039 2646 1831
3080,1543 2862 3013 124 1316 1560 3600 3350 3367 1858
3081,2626 2603 1956 2468 640 2757 2501 2210 283 2630
3082,2980 640 1746 2757 3327 1315 863 293 944 1887
3083,105 1270 3473 1736 2732 2050 2409 3382 649 1855
3084,2980 1583 1831 3529 2646 584 2297 640 3022 2370
3085,3409 1583 472 1279 36 1223 618 3529 2510 573
3086,472 1543 1560 1223 3013 1811 124 2528 3529 1615
3087,3022 1583 398 2331 2745 3473 1078 2067 2784 3694
3088,3022 584 1956 331 2757 398 2342 2745 1086 3238
3089,3694 2630 36 398 1505 2745 2646 2366 1078 1510
3090,472 3423 1223 1543 2862 1279 36 3151 3409 1315
3091,1583 3022 36 1039 3529 472 2862 3409 3418 1223
3092,1811 2402 863 3474 1371 3116 2636 3059 2256 790
3093,472 1223 3409 2402 3153 36 3423 1583 2564 790
3094,3022 2281 512 183 1848 1315 3696 784 2402 1762
3095,2510 512 2606 1354 2128 2256 3537 279 331 1592
3096,3013 1543 1316 2664 2534 2402 1030 2366 2256 1337
3097,1831 1315 2402 790 1337 1304 2210 2528 2603 1316
3098,1223 3529 1560 790 1337 1916 69 1633 94 487
3099,1583 2828 3131 2402 3529 2664 3142 1039 922 2980
3100,2297 1811 584 2646 1831 3022 1583 1956 1039 1615
3101,472 2370 246 2402 3529 1583 467 1811 463 989
3102,3423 472 3269 36 1638 2798 1223 3537 3151 3409
3103,472 1583 1223 3013 1560 1316 2646 1039 2564 1746
3104,3327 463 472 208 36 1057 1546 3418 1030 3677
3105,1316 3529 2862 1543 1223 3013 1583 1560 463 3409
3106,3013 1223 2862 1560 1315 1279 1316 169 3367 1858
3107,472 1543 3013 1316 1315 3423 3367 1858 3269 2054
3108,472 1057 1223 1858 2528 2297 2402 1811 1583 1543
3109,1315 2402 1376 132 2054 3692 1859 3013 2732 3142
3110,1216 3049 1583 493 3473 2626 3234 2931 136 1039
3111,1315 169 184 1583 2054 1186 1039 1379 2862 2297
3112,472 3529 2980 1831 1337 989 1316 246 2370 1223
3113,2402 2732 1223 3692 36 2862 1315 463 1615 3153
3114,2980 640 1583 2297 1831 2732 1039 2210 472 1956
3115,1315 1304 169 2342 1615 2528 3059 2956 1328 398
3116,2297 1583 2732 169 472 1811 584 512 2054 1615
3117,2630 2688 2980 2534 2603 2128 2784 1337 1956 944
3118,2784 2342 512 1216 3418 472 1337 2256 1809 1615
3119,1560 3153 3272 528 1337 2297 2387 1831 3423 487
3120,472 1316 1543 3529 3013 1223 989 463 124 1560
3121,132 2528 2732 169 1186 1615 1379 2862 2054 3151
3122,3022 1583 1039 2297 584 36 3529 640 2603 3409
3123,3013 1223 36 1279 2862 1638 3423 472 1583 3409
3124,3022 1831 2297 1583 2603 2732 2342 2630 3694 331
3125,1315 2402 1615 1376 1811 2528 3692 3142 3059 790
3126,543 2817 2931 36 732 2745 463 2862 136 512
3127,472 2402 2054 2732 1376 2646 2980 1583 3692 640
3128,1956 1337 1030 1887 331 398 790 944 1814 1560
3129,1039 3022 2732 2297 1583 2402 1030 1615 476 3692
3130,1223 2054 2256 3013 2732 1376 1315 1583 1316 1543
3131,472 1583 3418 2732 3022 36 1039 2297 1279 1615
3132,2256 2068 2370 246 3382 2402 467 3474 863 1371
3133,472 2256 3529 463 1560 1039 1086 1223 331 1543
3134,124 3423 382 707 1638 3269 1858 1592 3424 3600
3135,1831 1583 2297 2626 331 398 2468 3053 2194 2745
